#x	y	new0_flux	flux_lukas_flux
0.443	-3.03687	206.512	206.018
0.443	-2.93215	184.493	184.008
0.443	-2.82743	165.493	165.011
0.443	-2.72271	149.44	148.954
0.443	-2.61799	136.182	135.687
0.443	-2.51327	125.373	124.802
0.443	-2.40855	116.79	116.204
0.443	-2.30383	110.219	109.616
0.443	-2.19911	105.356	104.734
0.443	-2.0944	101.899	101.258
0.443	-1.98968	99.3284	98.6019
0.443	-1.88496	97.5142	96.7724
0.443	-1.78024	96.3383	95.5833
0.443	-1.67552	95.6466	94.8079
0.443	-1.5708	94.9848	94.1347
0.443	-1.46608	94.6867	93.8337
0.443	-1.36136	94.8104	93.958
0.443	-1.25664	95.2917	94.3501
0.443	-1.15192	96.3348	95.3995
0.443	-1.0472	98.3627	97.4354
0.443	-0.942478	101.665	100.711
0.443	-0.837758	106.333	105.314
0.443	-0.733038	112.879	111.867
0.443	-0.628319	121.708	120.702
0.443	-0.523599	133.132	132.128
0.443	-0.418879	147.421	146.389
0.443	-0.314159	164.734	163.588
0.443	-0.20944	185.187	184.026
0.443	-0.10472	208.931	207.749
0.443	-2.66454e-15	235.904	234.693
0.443	0.10472	265.925	264.68
0.443	0.20944	298.691	297.404
0.443	0.314159	333.768	332.433
0.443	0.418879	370.594	369.206
0.443	0.523599	408.379	407.045
0.443	0.628319	446.333	444.987
0.443	0.733038	483.656	482.252
0.443	0.837758	519.425	517.965
0.443	0.942478	552.701	551.186
0.443	1.0472	582.203	580.792
0.443	1.15192	607.356	605.903
0.443	1.25664	627.455	625.966
0.443	1.36136	641.517	640.148
0.443	1.46608	649.376	647.991
0.443	1.5708	650.911	649.52
0.443	1.67552	645.646	644.394
0.443	1.78024	634.228	632.991
0.443	1.88496	617.072	615.858
0.443	1.98968	594.36	593.299
0.443	2.0944	567.185	566.162
0.443	2.19911	536.382	535.402
0.443	2.30383	502.818	501.886
0.443	2.40855	467.17	466.389
0.443	2.51327	430.546	429.814
0.443	2.61799	393.806	393.121
0.443	2.72271	357.71	357.07
0.443	2.82743	322.928	322.329
0.443	2.93215	290.022	289.459
0.443	3.03687	259.446	258.912
0.443	3.14159	231.534	231.024
0.4515	-3.14159	181.966	181.7
0.4515	-3.03687	158.345	158.094
0.4515	-2.93215	137.636	137.394
0.4515	-2.82743	119.848	119.607
0.4515	-2.72271	104.904	104.659
0.4515	-2.61799	92.6526	92.3975
0.4515	-2.51327	82.7185	82.4097
0.4515	-2.40855	74.9395	74.6155
0.4515	-2.30383	69.076	68.7341
0.4515	-2.19911	64.8281	64.467
0.4515	-2.0944	61.8976	61.5171
0.4515	-1.98968	59.769	59.3254
0.4515	-1.88496	58.3215	57.8628
0.4515	-1.78024	57.4361	56.9647
0.4515	-1.67552	56.9608	56.4525
0.4515	-1.5708	56.4714	55.9279
0.4515	-1.46608	56.2468	55.7017
0.4515	-1.36136	56.3673	55.8242
0.4515	-1.25664	56.8209	56.2109
0.4515	-1.15192	57.6995	57.0975
0.4515	-1.0472	59.4703	58.8784
0.4515	-0.942478	62.4161	61.8354
0.4515	-0.837758	66.7085	66.0488
0.4515	-0.733038	72.6813	72.0314
0.4515	-0.628319	80.8173	80.1749
0.4515	-0.523599	91.4221	90.7841
0.4515	-0.418879	104.762	104.125
0.4515	-0.314159	121.048	120.359
0.4515	-0.20944	140.363	139.593
0.4515	-0.10472	162.775	161.985
0.4515	-2.66454e-15	188.297	187.481
0.4515	0.10472	216.762	215.912
0.4515	0.20944	247.88	246.989
0.4515	0.314159	281.237	280.299
0.4515	0.418879	316.228	315.305
0.4515	0.523599	352.158	351.246
0.4515	0.628319	388.337	387.368
0.4515	0.733038	423.93	422.903
0.4515	0.837758	458.052	456.967
0.4515	0.942478	489.732	488.658
0.4515	1.0472	517.823	516.765
0.4515	1.15192	541.797	540.696
0.4515	1.25664	560.936	559.798
0.4515	1.36136	574.214	573.173
0.4515	1.46608	581.627	580.57
0.4515	1.5708	582.971	581.924
0.4515	1.67552	577.794	576.845
0.4515	1.78024	566.752	565.817
0.4515	1.88496	550.225	549.312
0.4515	1.98968	528.381	527.597
0.4515	2.0944	502.281	501.534
0.4515	2.19911	472.728	472.024
0.4515	2.30383	440.56	439.902
0.4515	2.40855	406.454	405.924
0.4515	2.51327	371.417	370.934
0.4515	2.61799	336.309	335.873
0.4515	2.72271	301.862	301.47
0.4515	2.82743	268.718	268.366
0.4515	2.93215	237.418	237.1
0.4515	3.03687	208.394	208.105
0.4515	3.14159	181.966	181.7
0.46	-3.14159	147.161	147.038
0.46	-3.03687	124.85	124.741
0.46	-2.93215	105.364	105.261
0.46	-2.82743	88.7047	88.6016
0.46	-2.72271	74.7924	74.683
0.46	-2.61799	63.4215	63.2812
0.46	-2.51327	54.2809	54.1273
0.46	-2.40855	47.2468	47.0766
0.46	-2.30383	42.0378	41.8484
0.46	-2.19911	38.3586	38.1488
0.46	-2.0944	35.9155	35.672
0.46	-1.98968	34.1254	33.8538
0.46	-1.88496	33.0204	32.7333
0.46	-1.78024	32.4088	32.1089
0.46	-1.67552	32.1198	31.7747
0.46	-1.5708	31.746	31.3963
0.46	-1.46608	31.6005	31.25
0.46	-1.36136	31.731	31.3836
0.46	-1.25664	32.0987	31.7066
0.46	-1.15192	32.8404	32.4581
0.46	-1.0472	34.3894	34.019
0.46	-0.942478	37.0211	36.6642
0.46	-0.837758	40.9052	40.4917
0.46	-0.733038	46.3615	45.9603
0.46	-0.628319	53.8669	53.4758
0.46	-0.523599	63.7213	63.3373
0.46	-0.418879	76.1875	75.8064
0.46	-0.314159	91.4735	91.09
0.46	-0.20944	109.702	109.214
0.46	-0.10472	130.871	130.366
0.46	-2.66454e-15	155.036	154.506
0.46	0.10472	182.039	181.477
0.46	0.20944	211.606	211.005
0.46	0.314159	243.34	242.693
0.46	0.418879	276.61	276.024
0.46	0.523599	310.847	310.209
0.46	0.628319	345.342	344.648
0.46	0.733038	379.292	378.54
0.46	0.837758	411.846	411.038
0.46	0.942478	442.043	441.273
0.46	1.0472	468.83	468.028
0.46	1.15192	491.678	490.833
0.46	1.25664	509.9	509.017
0.46	1.36136	522.503	521.696
0.46	1.46608	529.487	528.663
0.46	1.5708	530.678	529.845
0.46	1.67552	525.619	524.88
0.46	1.78024	514.929	514.202
0.46	1.88496	498.995	498.289
0.46	1.98968	478.043	477.442
0.46	2.0944	452.959	452.394
0.46	2.19911	424.589	424.065
0.46	2.30383	393.739	393.26
0.46	2.40855	361.162	360.786
0.46	2.51327	327.622	327.292
0.46	2.61799	294.053	293.769
0.46	2.72271	261.159	260.917
0.46	2.82743	229.557	229.353
0.46	2.93215	199.766	199.595
0.46	3.03687	172.199	172.055
0.46	3.14159	147.161	147.038
0.4685	-3.14159	124.77	124.713
0.4685	-3.03687	103.675	103.628
0.4685	-2.93215	85.3187	85.2756
0.4685	-2.82743	69.7005	69.6544
0.4685	-2.72271	56.711	56.6554
0.4685	-2.61799	46.0691	46.0022
0.4685	-2.51327	37.3237	37.2763
0.4685	-2.40855	30.5708	30.5159
0.4685	-2.30383	25.6137	25.5482
0.4685	-2.19911	22.1584	22.0803
0.4685	-2.0944	19.8803	19.7785
0.4685	-1.98968	18.2509	18.1376
0.4685	-1.88496	17.2935	17.1696
0.4685	-1.78024	16.8065	16.6735
0.4685	-1.67552	16.5904	16.4286
0.4685	-1.5708	16.2959	16.1311
0.4685	-1.46608	16.2067	16.0416
0.4685	-1.36136	16.3697	16.2069
0.4685	-1.25664	16.7303	16.5345
0.4685	-1.15192	17.4511	17.2621
0.4685	-1.0472	18.9488	18.7678
0.4685	-0.942478	21.4963	21.3236
0.4685	-0.837758	25.2633	25.041
0.4685	-0.733038	30.5608	30.3437
0.4685	-0.628319	37.8658	37.6509
0.4685	-0.523599	47.476	47.2593
0.4685	-0.418879	59.3513	59.1357
0.4685	-0.314159	73.721	73.4978
0.4685	-0.20944	90.881	90.584
0.4685	-0.10472	110.9	110.589
0.4685	-2.66454e-15	133.804	133.472
0.4685	0.10472	159.445	159.084
0.4685	0.20944	187.561	187.164
0.4685	0.314159	217.774	217.335
0.4685	0.418879	249.497	249.102
0.4685	0.523599	282.141	281.697
0.4685	0.628319	315.048	314.549
0.4685	0.733038	347.446	346.892
0.4685	0.837758	378.519	377.91
0.4685	0.942478	407.381	406.768
0.4685	1.0472	432.931	432.31
0.4685	1.15192	454.712	454.048
0.4685	1.25664	472.062	471.362
0.4685	1.36136	484.09	483.445
0.4685	1.46608	490.665	490.002
0.4685	1.5708	491.692	491.019
0.4685	1.67552	486.823	486.223
0.4685	1.78024	476.464	475.874
0.4685	1.88496	461.087	460.518
0.4685	1.98968	441.038	440.551
0.4685	2.0944	416.911	416.458
0.4685	2.19911	389.655	389.242
0.4685	2.30383	360.046	359.676
0.4685	2.40855	328.88	328.555
0.4685	2.51327	296.834	296.586
0.4685	2.61799	264.709	264.504
0.4685	2.72271	233.27	233.105
0.4685	2.82743	203.11	202.981
0.4685	2.93215	174.727	174.628
0.4685	3.03687	148.517	148.442
0.4685	3.14159	124.77	124.713
0.477	-3.14159	112.256	112.21
0.477	-3.03687	92.276	92.2363
0.477	-2.93215	74.3208	74.2833
0.477	-2.82743	59.0192	58.9892
0.477	-2.72271	46.2345	46.2176
0.477	-2.61799	35.8556	35.8371
0.477	-2.51327	27.3388	27.325
0.477	-2.40855	20.7835	20.7712
0.477	-2.30383	16.0026	15.9878
0.477	-2.19911	12.7039	12.6838
0.477	-2.0944	10.4942	10.4688
0.477	-1.98968	8.98578	8.95445
0.477	-1.88496	8.13458	8.09711
0.477	-1.78024	7.74005	7.69707
0.477	-1.67552	7.54417	7.48667
0.477	-1.5708	7.31556	7.25634
0.477	-1.46608	7.27918	7.21987
0.477	-1.36136	7.48077	7.42296
0.477	-1.25664	7.81722	7.73604
0.477	-1.15192	8.54271	8.4653
0.477	-1.0472	10.0249	9.95136
0.477	-0.942478	12.5335	12.4632
0.477	-0.837758	16.2021	16.0876
0.477	-0.733038	21.4053	21.2889
0.477	-0.628319	28.5835	28.4615
0.477	-0.523599	38.0319	37.8994
0.477	-0.418879	49.689	49.5735
0.477	-0.314159	63.8024	63.6579
0.477	-0.20944	80.6426	80.4374
0.477	-0.10472	100.324	100.095
0.477	-2.66454e-15	122.11	121.908
0.477	0.10472	146.492	146.265
0.477	0.20944	173.264	173.006
0.477	0.314159	202.063	201.767
0.477	0.418879	232.399	232.076
0.477	0.523599	263.555	263.242
0.477	0.628319	294.975	294.612
0.477	0.733038	325.919	325.503
0.477	0.837758	355.6	355.132
0.477	0.942478	383.217	382.697
0.477	1.0472	407.647	407.154
0.477	1.15192	428.424	427.889
0.477	1.25664	444.953	444.383
0.477	1.36136	456.491	455.957
0.477	1.46608	462.68	462.129
0.477	1.5708	463.552	462.991
0.477	1.67552	458.913	458.404
0.477	1.78024	448.864	448.365
0.477	1.88496	434.013	433.533
0.477	1.98968	414.846	414.391
0.477	2.0944	391.633	391.246
0.477	2.19911	365.424	365.074
0.477	2.30383	336.979	336.67
0.477	2.40855	307.065	306.799
0.477	2.51327	276.438	276.214
0.477	2.61799	245.753	245.579
0.477	2.72271	215.669	215.531
0.477	2.82743	186.849	186.742
0.477	2.93215	159.77	159.691
0.477	3.03687	134.814	134.754
0.477	3.14159	112.256	112.21
0.4855	-3.14159	105.639	105.558
0.4855	-3.03687	85.9297	85.8651
0.4855	-2.93215	68.4315	68.3561
0.4855	-2.82743	53.2926	53.2532
0.4855	-2.72271	40.6461	40.6206
0.4855	-2.61799	30.4288	30.4109
0.4855	-2.51327	22.3122	22.2834
0.4855	-2.40855	15.8659	15.8468
0.4855	-2.30383	11.1802	11.1662
0.4855	-2.19911	7.96512	7.9526
0.4855	-2.0944	5.75409	5.7518
0.4855	-1.98968	4.31116	4.30799
0.4855	-1.88496	3.51994	3.51478
0.4855	-1.78024	3.18132	3.17381
0.4855	-1.67552	2.97016	2.95961
0.4855	-1.5708	2.79029	2.77916
0.4855	-1.46608	2.79976	2.78859
0.4855	-1.36136	3.04342	3.03274
0.4855	-1.25664	3.35726	3.33047
0.4855	-1.15192	4.1114	4.08533
0.4855	-1.0472	5.61242	5.58617
0.4855	-0.942478	8.12714	8.09907
0.4855	-0.837758	11.7367	11.6677
0.4855	-0.733038	16.9102	16.8327
0.4855	-0.628319	24.0363	23.9456
0.4855	-0.523599	33.3394	33.2749
0.4855	-0.418879	44.6691	44.5932
0.4855	-0.314159	58.6258	58.4788
0.4855	-0.20944	75.2336	75.0586
0.4855	-0.10472	94.4988	94.3568
0.4855	-2.66454e-15	115.96	115.792
0.4855	0.10472	140.027	139.825
0.4855	0.20944	166.199	166.029
0.4855	0.314159	193.694	193.491
0.4855	0.418879	222.695	222.453
0.4855	0.523599	252.562	252.338
0.4855	0.628319	282.601	282.332
0.4855	0.733038	312.191	311.874
0.4855	0.837758	340.576	340.21
0.4855	0.942478	366.984	366.57
0.4855	1.0472	390.454	390.053
0.4855	1.15192	410.292	409.852
0.4855	1.25664	426.056	425.582
0.4855	1.36136	437.172	436.719
0.4855	1.46608	443.004	442.533
0.4855	1.5708	443.733	443.254
0.4855	1.67552	439.345	438.874
0.4855	1.78024	429.591	429.155
0.4855	1.88496	415.235	414.816
0.4855	1.98968	396.746	396.351
0.4855	2.0944	374.572	374.224
0.4855	2.19911	349.342	349.028
0.4855	2.30383	321.985	321.708
0.4855	2.40855	293.24	293.002
0.4855	2.51327	263.835	263.635
0.4855	2.61799	234.457	234.294
0.4855	2.72271	205.734	205.606
0.4855	2.82743	178.197	178.083
0.4855	2.93215	152.318	152.225
0.4855	3.03687	127.904	127.8
0.4855	3.14159	105.639	105.558
0.494	-3.14159	102.266	102.131
0.494	-3.03687	82.7034	82.5975
0.494	-2.93215	65.6618	65.5997
0.494	-2.82743	50.7388	50.6556
0.494	-2.72271	38.1639	38.1033
0.494	-2.61799	28.0028	27.9582
0.494	-2.51327	20.0528	20.0183
0.494	-2.40855	14.0696	14.0193
0.494	-2.30383	9.39747	9.35527
0.494	-2.19911	6.18867	6.1542
0.494	-2.0944	3.92348	3.91087
0.494	-1.98968	2.48618	2.47738
0.494	-1.88496	1.7046	1.69758
0.494	-1.78024	1.38136	1.37482
0.494	-1.67552	1.13682	1.13532
0.494	-1.5708	0.985213	0.984094
0.494	-1.46608	1.03057	1.02936
0.494	-1.36136	1.31704	1.31527
0.494	-1.25664	1.62862	1.61496
0.494	-1.15192	2.43346	2.4176
0.494	-1.0472	3.98632	3.96642
0.494	-0.942478	6.55099	6.5245
0.494	-0.837758	10.1612	10.0946
0.494	-0.733038	15.37	15.2884
0.494	-0.628319	22.3445	22.2998
0.494	-0.523599	31.239	31.1808
0.494	-0.418879	42.5373	42.4596
0.494	-0.314159	56.3991	56.247
0.494	-0.20944	72.9239	72.7366
0.494	-0.10472	91.5364	91.3969
0.494	-2.66454e-15	112.836	112.662
0.494	0.10472	136.712	136.494
0.494	0.20944	162.18	162.007
0.494	0.314159	189.406	189.193
0.494	0.418879	218.042	217.856
0.494	0.523599	246.724	246.51
0.494	0.628319	275.53	275.325
0.494	0.733038	303.871	303.624
0.494	0.837758	331.058	330.768
0.494	0.942478	356.349	356.015
0.494	1.0472	378.948	378.617
0.494	1.15192	397.918	397.552
0.494	1.25664	412.975	412.578
0.494	1.36136	423.645	423.223
0.494	1.46608	429.224	428.82
0.494	1.5708	429.829	429.416
0.494	1.67552	425.527	425.114
0.494	1.78024	416.222	415.836
0.494	1.88496	402.334	401.964
0.494	1.98968	384.484	384.135
0.494	2.0944	363.231	362.91
0.494	2.19911	338.977	338.687
0.494	2.30383	312.633	312.376
0.494	2.40855	284.974	284.751
0.494	2.51327	256.7	256.511
0.494	2.61799	228.475	228.317
0.494	2.72271	200.906	200.775
0.494	2.82743	173.697	173.545
0.494	2.93215	148.083	147.962
0.494	3.03687	124.36	124.192
0.494	3.14159	102.266	102.131
0.5025	-3.14159	100.758	100.565
0.5025	-3.03687	81.1902	81.0602
0.5025	-2.93215	64.1589	64.0584
0.5025	-2.82743	49.6918	49.6137
0.5025	-2.72271	37.474	37.3688
0.5025	-2.61799	27.2608	27.1791
0.5025	-2.51327	19.2517	19.1872
0.5025	-2.40855	13.2057	13.1529
0.5025	-2.30383	8.85499	8.80905
0.5025	-2.19911	5.84068	5.82362
0.5025	-2.0944	3.73818	3.70641
0.5025	-1.98968	2.25185	2.21982
0.5025	-1.88496	1.42652	1.39967
0.5025	-1.78024	1.07519	1.05135
0.5025	-1.67552	0.794267	0.779657
0.5025	-1.5708	0.647908	0.634494
0.5025	-1.46608	0.71687	0.70327
0.5025	-1.36136	1.04482	1.02965
0.5025	-1.25664	1.39036	1.36408
0.5025	-1.15192	2.26649	2.2353
0.5025	-1.0472	3.90299	3.86418
0.5025	-0.942478	6.50881	6.4817
0.5025	-0.837758	9.89989	9.8666
0.5025	-0.733038	14.8571	14.8138
0.5025	-0.628319	21.6793	21.6214
0.5025	-0.523599	30.6474	30.5692
0.5025	-0.418879	42.0075	41.9027
0.5025	-0.314159	55.7434	55.6431
0.5025	-0.20944	71.5878	71.4596
0.5025	-0.10472	90.1584	89.9948
0.5025	-2.66454e-15	111.418	111.211
0.5025	0.10472	134.591	134.434
0.5025	0.20944	159.768	159.57
0.5025	0.314159	186.855	186.609
0.5025	0.418879	214.583	214.386
0.5025	0.523599	243.063	242.822
0.5025	0.628319	271.657	271.444
0.5025	0.733038	298.856	298.663
0.5025	0.837758	324.947	324.716
0.5025	0.942478	349.214	348.946
0.5025	1.0472	370.958	370.653
0.5025	1.15192	389.193	388.89
0.5025	1.25664	403.604	403.275
0.5025	1.36136	413.796	413.444
0.5025	1.46608	419.223	418.879
0.5025	1.5708	419.722	419.371
0.5025	1.67552	415.504	415.153
0.5025	1.78024	406.628	406.291
0.5025	1.88496	393.184	392.861
0.5025	1.98968	375.934	375.629
0.5025	2.0944	355.418	355.136
0.5025	2.19911	332.188	331.922
0.5025	2.30383	306.786	306.547
0.5025	2.40855	280.131	279.92
0.5025	2.51327	252.87	252.624
0.5025	2.61799	224.826	224.617
0.5025	2.72271	197.425	197.25
0.5025	2.82743	171.09	170.882
0.5025	2.93215	145.589	145.42
0.5025	3.03687	122.084	121.95
0.5025	3.14159	100.758	100.565
0.511	-3.14159	99.2825	99.1468
0.511	-3.03687	80.4032	80.2951
0.511	-2.93215	63.592	63.4566
0.511	-2.82743	49.001	48.8948
0.511	-2.72271	36.8844	36.8006
0.511	-2.61799	27.1009	27.0328
0.511	-2.51327	19.3659	19.2719
0.511	-2.40855	13.1602	13.0837
0.511	-2.30383	8.65682	8.59267
0.511	-2.19911	5.51731	5.48543
0.511	-2.0944	3.28584	3.26081
0.511	-1.98968	1.92715	1.90614
0.511	-1.88496	1.21131	1.19226
0.511	-1.78024	0.947897	0.929448
0.511	-1.67552	0.640143	0.635818
0.511	-1.5708	0.54997	0.546053
0.511	-1.46608	0.658875	0.654832
0.511	-1.36136	0.926434	0.919763
0.511	-1.25664	1.26549	1.25784
0.511	-1.15192	2.11809	2.10811
0.511	-1.0472	3.69769	3.6835
0.511	-0.942478	6.18744	6.14596
0.511	-0.837758	9.71614	9.66407
0.511	-0.733038	14.8218	14.7548
0.511	-0.628319	21.7992	21.712
0.511	-0.523599	30.8036	30.7602
0.511	-0.418879	41.7435	41.6491
0.511	-0.314159	55.0458	54.9193
0.511	-0.20944	71.0045	70.8435
0.511	-0.10472	89.5704	89.4569
0.511	-2.66454e-15	110.063	109.916
0.511	0.10472	133.023	132.834
0.511	0.20944	158.214	157.976
0.511	0.314159	184.323	184.139
0.511	0.418879	211.843	211.614
0.511	0.523599	240.061	239.876
0.511	0.628319	267.711	267.526
0.511	0.733038	294.789	294.564
0.511	0.837758	320.59	320.408
0.511	0.942478	343.928	343.715
0.511	1.0472	364.835	364.591
0.511	1.15192	382.452	382.208
0.511	1.25664	396.282	396.015
0.511	1.36136	406.046	405.76
0.511	1.46608	411.328	411.044
0.511	1.5708	411.745	411.454
0.511	1.67552	407.618	407.326
0.511	1.78024	399.094	398.808
0.511	1.88496	386.108	385.832
0.511	1.98968	369.422	369.163
0.511	2.0944	349.595	349.355
0.511	2.19911	327.224	327.005
0.511	2.30383	302.748	302.47
0.511	2.40855	276.213	275.968
0.511	2.51327	249.093	248.879
0.511	2.61799	222.025	221.84
0.511	2.72271	194.794	194.582
0.511	2.82743	168.602	168.427
0.511	2.93215	144.003	143.858
0.511	3.03687	120.574	120.404
0.511	3.14159	99.2825	99.1468
0.5195	-3.14159	98.471	98.3117
0.5195	-3.03687	79.4016	79.2805
0.5195	-2.93215	62.8091	62.7143
0.5195	-2.82743	48.6942	48.6189
0.5195	-2.72271	36.8118	36.7137
0.5195	-2.61799	26.7793	26.7024
0.5195	-2.51327	18.888	18.8264
0.5195	-2.40855	12.9078	12.8561
0.5195	-2.30383	8.58245	8.5361
0.5195	-2.19911	5.51937	5.5021
0.5195	-2.0944	3.3956	3.37977
0.5195	-1.98968	2.04126	2.01194
0.5195	-1.88496	1.18104	1.1563
0.5195	-1.78024	0.806566	0.784371
0.5195	-1.67552	0.480692	0.468558
0.5195	-1.5708	0.34949	0.338421
0.5195	-1.46608	0.455053	0.4438
0.5195	-1.36136	0.810603	0.790925
0.5195	-1.25664	1.21832	1.19629
0.5195	-1.15192	2.17464	2.14822
0.5195	-1.0472	3.8906	3.85727
0.5195	-0.942478	6.35051	6.32792
0.5195	-0.837758	9.77652	9.74902
0.5195	-0.733038	14.7305	14.6945
0.5195	-0.628319	21.4983	21.4494
0.5195	-0.523599	30.3481	30.2811
0.5195	-0.418879	41.5145	41.4232
0.5195	-0.314159	54.8589	54.7724
0.5195	-0.20944	70.3141	70.203
0.5195	-0.10472	88.3958	88.2527
0.5195	-2.66454e-15	109.064	108.882
0.5195	0.10472	131.585	131.45
0.5195	0.20944	155.96	155.787
0.5195	0.314159	182.161	181.944
0.5195	0.418879	209.098	208.927
0.5195	0.523599	236.557	236.346
0.5195	0.628319	264.183	263.971
0.5195	0.733038	290.607	290.438
0.5195	0.837758	315.671	315.469
0.5195	0.942478	338.973	338.738
0.5195	1.0472	359.556	359.363
0.5195	1.15192	376.596	376.403
0.5195	1.25664	389.908	389.698
0.5195	1.36136	399.296	399.07
0.5195	1.46608	404.433	404.206
0.5195	1.5708	404.79	404.558
0.5195	1.67552	400.762	400.53
0.5195	1.78024	392.493	392.264
0.5195	1.88496	379.994	379.769
0.5195	1.98968	363.841	363.627
0.5195	2.0944	344.657	344.457
0.5195	2.19911	322.499	322.265
0.5195	2.30383	298.056	297.831
0.5195	2.40855	272.38	272.179
0.5195	2.51327	245.813	245.583
0.5195	2.61799	218.741	218.545
0.5195	2.72271	192.278	192.112
0.5195	2.82743	166.657	166.464
0.5195	2.93215	141.958	141.801
0.5195	3.03687	119.177	119.05
0.5195	3.14159	98.471	98.3117
0.528	-3.14159	97.2838	97.1882
0.528	-3.03687	78.7364	78.6626
0.528	-2.93215	62.5946	62.5358
0.528	-2.82743	48.4701	48.3998
0.528	-2.72271	36.4237	36.3709
0.528	-2.61799	26.6454	26.6041
0.528	-2.51327	18.9515	18.9162
0.528	-2.40855	13.1192	13.0852
0.528	-2.30383	8.7951	8.75778
0.528	-2.19911	5.55263	5.5366
0.528	-2.0944	3.1691	3.1595
0.528	-1.98968	1.6671	1.65971
