#x	y	new0_fix	new11a	new11b
0.5025	0.002464	6.95433	6.87499	7.03881
0.5025	0.0024715	4.87092	4.82354	4.93069
0.5025	0.002479	3.20484	3.181	3.23517
0.5025	0.0024865	1.9356	1.92232	1.95265
0.5025	0.002494	1.04272	1.04003	1.04638
0.5025	0.0025015	0.540381	0.540152	0.54071
0.5025	0.002509	0.419057	0.418553	0.41943
0.5025	0.0025165	0.623497	0.625896	0.626331
0.5025	0.002524	1.21163	1.19988	1.22476
0.5025	0.0025315	2.21388	2.19267	2.23779
0.5025	0.002539	3.69205	3.66145	3.73524
0.5025	0.0025465	5.63531	5.57735	5.69526
0.5025	0.002554	8.03552	7.96712	8.11847
0.511	0.002464	6.57178	6.49419	6.66978
0.511	0.0024715	4.55061	4.50515	4.60824
0.511	0.002479	2.94993	2.92751	2.97868
0.511	0.0024865	1.73175	1.71955	1.74754
0.511	0.002494	0.909517	0.907145	0.912731
0.511	0.0025015	0.464096	0.463986	0.464287
0.511	0.002509	0.406222	0.405493	0.407051
0.511	0.0025165	0.68448	0.681626	0.6878
0.511	0.002524	1.33986	1.32513	1.36467
0.511	0.0025315	2.32675	2.30251	2.35672
0.511	0.002539	3.78733	3.75614	3.83437
0.511	0.0025465	5.72398	5.66679	5.78687
0.511	0.002554	8.19522	8.12739	8.27772
0.5195	0.002464	6.57712	6.49389	6.68201
0.5195	0.0024715	4.55424	4.50375	4.6183
0.5195	0.002479	2.94998	2.92396	2.98329
0.5195	0.0024865	1.7106	1.69626	1.72904
0.5195	0.002494	0.848124	0.845468	0.851637
0.5195	0.0025015	0.340036	0.339779	0.340311
0.5195	0.002509	0.222243	0.22161	0.222971
0.5195	0.0025165	0.440018	0.437257	0.443482
0.5195	0.002524	1.04378	1.0325	1.05735
0.5195	0.0025315	2.06788	2.04622	2.09237
0.5195	0.002539	3.56941	3.523	3.60701
0.5195	0.0025465	5.53454	5.48284	5.59507
0.5195	0.002554	8.03441	7.96868	8.11439
0.528	0.002464	6.9779	6.88602	7.09263
0.528	0.0024715	4.84169	4.7842	4.91376
0.528	0.002479	3.12081	3.08954	3.16018
0.528	0.0024865	1.75172	1.73276	1.77566
0.528	0.002494	0.80107	0.795206	0.808418
0.528	0.0025015	0.209913	0.20848	0.211742
0.528	0.002509	0.0155386	0.0155386	0.0155386
0.528	0.0025165	0.212233	0.210685	0.214173
0.528	0.002524	0.814067	0.804681	0.824586
0.528	0.0025315	1.83039	1.81293	1.8497
0.528	0.002539	3.32553	3.28819	3.36492
0.528	0.0025465	5.2832	5.23096	5.33285
0.528	0.002554	7.76979	7.76588	7.8362
0.5365	0.002464	8.18261	8.06754	8.32471
0.5365	0.0024715	5.92578	5.84929	6.02036
0.5365	0.002479	4.06822	4.02245	4.12522
0.5365	0.0024865	2.55967	2.52897	2.59785
0.5365	0.002494	1.47779	1.45943	1.49312
0.5365	0.0025015	0.748885	0.743527	0.755427
0.5365	0.002509	0.456073	0.455693	0.456483
0.5365	0.0025165	0.624405	0.624084	0.624768
0.5365	0.002524	1.19376	1.18807	1.20019
0.5365	0.0025315	2.17155	2.15875	2.18602
0.5365	0.002539	3.62135	3.59383	3.65292
0.5365	0.0025465	5.49241	5.45192	5.53928
0.5365	0.002554	7.79754	7.73967	7.86663
0.545	0.002464	10.9198	10.7686	11.1669
0.545	0.0024715	8.50284	8.39753	8.63212
0.545	0.002479	6.48624	6.40432	6.58016
0.545	0.0024865	4.81291	4.76343	4.87333
0.545	0.002494	3.56085	3.52688	3.59582
0.545	0.0025015	2.68947	2.69689	2.71327
0.545	0.002509	2.3509	2.34869	2.35329
0.545	0.0025165	2.47058	2.47047	2.47069
0.545	0.002524	3.03372	3.03165	3.03611
0.545	0.0025315	3.95827	3.95134	3.96618
0.545	0.002539	5.26797	5.24883	5.28992
0.545	0.0025465	7.02458	6.99451	7.05925
0.545	0.002554	9.25341	9.20558	9.30965
0.5535	0.002464	15.9555	15.7576	16.1958
0.5535	0.0024715	13.3766	13.2307	13.5534
0.5535	0.002479	11.1735	11.0547	11.3172
0.5535	0.0024865	9.32593	9.24626	9.42168
0.5535	0.002494	7.90027	7.85015	7.9671
0.5535	0.0025015	7.00952	6.98384	7.03706
0.5535	0.002509	6.66591	6.65839	6.67326
0.5535	0.0025165	6.74195	6.73976	6.74429
0.5535	0.002524	7.35402	7.35388	7.35415
0.5535	0.0025315	8.18868	8.18667	8.19105
0.5535	0.002539	9.42042	9.41053	9.43186
0.5535	0.0025465	11.1168	11.0985	11.138
0.5535	0.002554	13.2723	13.2382	13.3122
0.562	0.002464	24.058	23.7961	24.3725
0.562	0.0024715	21.3276	21.1245	21.5708
0.562	0.002479	18.9428	18.7707	19.1483
0.562	0.0024865	17.0217	16.9	17.119
0.562	0.002494	15.5824	15.5131	15.6837
0.562	0.0025015	14.7105	14.6605	14.7384
0.562	0.002509	14.3797	14.3584	14.4027
0.562	0.0025165	14.4494	14.4412	14.4583
0.562	0.002524	14.9338	14.9307	14.9371
0.562	0.0025315	16.0246	16.0246	16.0246
0.562	0.002539	17.2263	17.2237	17.2294
0.562	0.0025465	18.8766	18.869	18.8855
0.562	0.002554	20.9797	20.9606	21.0022
0.5705	0.002464	35.9075	35.5608	36.3197
0.5705	0.0024715	33.0565	32.7579	33.3892
0.5705	0.002479	30.7244	30.5424	30.9338
0.5705	0.0024865	28.8868	28.7288	29.0632
0.5705	0.002494	27.4905	27.3789	27.5956
0.5705	0.0025015	26.7016	26.6491	26.7911
0.5705	0.002509	26.4091	26.3708	26.4506
0.5705	0.0025165	26.5127	26.4924	26.5346
0.5705	0.002524	27.0009	26.9891	27.0135
0.5705	0.0025315	27.9919	27.8902	27.9933
0.5705	0.002539	29.6732	29.6732	29.6733
0.5705	0.0025465	31.3047	31.3039	31.3058
0.5705	0.002554	33.3916	33.3852	33.3994
0.579	0.002464	52.1111	51.6872	52.5886
0.579	0.0024715	49.541	49.2752	49.9128
0.579	0.002479	47.299	47.0053	47.6125
0.579	0.0024865	45.5211	45.3028	45.6949
0.579	0.002494	44.332	44.2199	44.4427
0.579	0.0025015	43.6817	43.5896	43.7816
0.579	0.002509	43.4698	43.4061	43.5388
0.579	0.0025165	43.6505	43.6021	43.6979
0.579	0.002524	44.1826	44.1541	44.2132
0.579	0.0025315	45.1379	45.1241	45.1526
0.579	0.002539	46.7308	46.7285	46.7331
0.579	0.0025465	49.1587	49.1573	49.1599
0.579	0.002554	51.3043	51.3041	51.3045
