#x	y	new0_fix	new11a	new11b
0.4345	-1.98968	77.4452	77.3469	77.5529
0.4345	-1.88496	77.2403	77.1526	77.3363
0.4345	-1.78024	77.2641	77.1562	77.3533
0.4345	-1.67552	77.3767	77.2806	77.4815
0.4345	-1.5708	77.5942	77.5097	77.6862
0.4345	-1.46608	77.9089	77.7466	77.9887
0.4345	-1.36136	78.3512	78.2881	78.4197
0.4345	-1.25664	78.9504	78.8349	79.0465
0.4345	-1.15192	79.6548	79.553	79.7655
0.4345	-1.0472	80.7874	81.0747	80.8842
0.4345	-0.942478	82.8622	82.7566	82.5899
0.4345	-0.837758	85.2057	85.1124	85.3063
0.4345	-0.733038	88.4037	88.3458	88.4659
0.4345	-0.628319	92.7943	92.7217	92.872
0.4345	-0.523599	98.3783	98.3143	98.4465
0.4345	-0.418879	105.357	105.3	105.417
0.4345	-0.314159	113.798	113.749	113.841
0.4345	-0.20944	123.536	123.492	123.582
0.4345	-0.10472	134.845	134.805	134.886
0.4345	-2.66454e-15	147.53	147.494	147.567
0.4345	0.10472	161.37	161.337	161.404
0.4345	0.20944	176.508	176.477	176.54
0.4345	0.314159	192.749	192.72	192.78
0.4345	0.418879	209.833	209.804	209.862
0.4345	0.523599	227.433	227.404	227.463
0.4345	0.628319	245.164	245.134	245.195
0.4345	0.733038	262.592	262.56	262.624
0.4345	0.837758	279.245	279.211	279.28
0.4345	0.942478	294.637	294.599	294.675
0.4345	1.0472	308.217	308.192	308.242
0.4345	1.15192	319.565	319.535	319.595
0.4345	1.25664	328.317	328.281	328.353
0.4345	1.36136	334.157	334.12	334.183
0.4345	1.46608	336.756	336.724	336.788
0.4345	1.5708	336.147	336.107	336.188
0.4345	1.67552	332.362	332.313	332.412
0.4345	1.78024	325.456	325.417	325.497
0.4345	1.88496	315.759	315.71	315.809
0.4345	1.98968	303.646	303.586	303.708
0.4345	2.0944	289.531	289.459	289.607
0.4345	2.19911	273.869	273.784	273.96
0.4345	2.30383	257.629	257.035	257.241
0.4345	2.40855	240.881	240.175	240.481
0.4345	2.51327	222.839	223.171	223.016
0.4345	2.61799	205.582	205.402	205.776
0.4345	2.72271	188.901	188.706	188.51
0.4345	2.82743	173.09	172.881	172.719
0.4345	2.93215	157.837	158.158	158.032
0.4345	3.03687	144.411	144.706	144.617
0.4345	3.14159	132.249	132.349	132.464
0.443	-3.14159	104.804	104.478	104.953
0.443	-3.03687	94.3436	94.207	94.4537
0.443	-2.93215	84.9222	84.8203	85.0339
0.443	-2.82743	76.9558	76.8542	77.0671
0.443	-2.72271	70.3728	70.2731	70.4822
0.443	-2.61799	64.906	64.8108	65.0015
0.443	-2.51327	60.598	60.5074	60.6977
0.443	-2.40855	57.3498	57.265	57.4432
0.443	-2.30383	55.0057	54.9274	55.0917
0.443	-2.19911	53.4063	53.3353	53.4843
0.443	-2.0944	52.3977	52.3344	52.4672
0.443	-1.98968	51.8356	51.7803	51.8963
0.443	-1.88496	51.5945	51.5471	51.6464
0.443	-1.78024	51.62	51.5563	51.6895
0.443	-1.67552	51.6725	51.6181	51.7318
0.443	-1.5708	51.8214	51.7758	51.871
0.443	-1.46608	52.0602	52.0227	52.1008
0.443	-1.36136	52.4185	52.3881	52.5195
0.443	-1.25664	53.0314	53.0043	53.0576
0.443	-1.15192	53.7924	53.7574	53.8299
0.443	-1.0472	54.8619	54.812	54.9158
0.443	-0.942478	56.443	56.4018	56.4874
0.443	-0.837758	58.6392	58.6216	58.6579
0.443	-0.733038	61.9145	61.9014	61.9281
0.443	-0.628319	66.2095	66.1882	66.2319
0.443	-0.523599	71.5408	71.5241	71.5582
0.443	-0.418879	78.201	78.188	78.2143
0.443	-0.314159	86.3037	86.2937	86.3137
0.443	-0.20944	95.9217	95.9141	95.9292
0.443	-0.10472	106.7	106.694	106.706
0.443	-2.66454e-15	118.939	118.926	118.953
0.443	0.10472	132.257	132.245	132.269
0.443	0.20944	146.637	146.626	146.647
0.443	0.314159	162.068	162.059	162.078
0.443	0.418879	178.304	178.294	178.313
0.443	0.523599	195.032	195.023	195.041
0.443	0.628319	211.887	211.877	211.897
0.443	0.733038	228.456	228.444	228.466
0.443	0.837758	244.282	244.277	244.286
0.443	0.942478	258.844	258.839	258.849
0.443	1.0472	271.737	271.73	271.744
0.443	1.15192	282.536	282.526	282.545
0.443	1.25664	290.871	290.858	290.883
0.443	1.36136	296.364	296.357	296.37
0.443	1.46608	298.86	298.85	298.87
0.443	1.5708	298.313	298.298	298.328
0.443	1.67552	294.731	294.722	294.74
0.443	1.78024	288.182	288.168	288.196
0.443	1.88496	279.012	278.992	279.032
0.443	1.98968	267.551	267.523	267.579
0.443	2.0944	254.189	254.153	254.227
0.443	2.19911	239.321	239.293	239.349
0.443	2.30383	223.421	223.386	223.459
0.443	2.40855	206.959	206.914	207.006
0.443	2.51327	190.502	190.423	190.587
0.443	2.61799	174.733	174.61	174.846
0.443	2.72271	158.902	158.791	158.984
0.443	2.82743	143.354	143.242	143.476
0.443	2.93215	129.421	129.3	129.553
0.443	3.03687	116.544	116.549	116.819
0.443	3.14159	104.804	104.478	104.953
0.4515	-3.14159	83.5736	83.4829	83.6745
0.4515	-3.03687	73.3046	73.2427	73.3724
0.4515	-2.93215	64.3508	64.2878	64.4199
0.4515	-2.82743	56.776	56.7132	56.845
0.4515	-2.72271	50.2876	50.2275	50.3538
0.4515	-2.61799	45.032	44.9744	45.0954
0.4515	-2.51327	40.9195	40.8655	40.9791
0.4515	-2.40855	37.8114	37.7618	37.8661
0.4515	-2.30383	35.5593	35.5148	35.6084
0.4515	-2.19911	34.0122	33.9731	34.0552
0.4515	-2.0944	33.0231	32.9897	33.0597
0.4515	-1.98968	32.4556	32.4281	32.4859
0.4515	-1.88496	32.1901	32.168	32.2142
0.4515	-1.78024	32.1287	32.1118	32.1471
0.4515	-1.67552	32.2168	32.1888	32.2473
0.4515	-1.5708	32.3108	32.2891	32.3344
0.4515	-1.46608	32.4902	32.474	32.5077
0.4515	-1.36136	32.783	32.7716	32.7953
0.4515	-1.25664	33.2517	33.2441	33.2597
0.4515	-1.15192	33.989	33.9785	33.9937
0.4515	-1.0472	34.781	34.7702	34.7925
0.4515	-0.942478	36.3172	36.3102	36.3245
0.4515	-0.837758	38.5443	38.5402	38.5485
0.4515	-0.733038	41.6287	41.6266	41.6306
0.4515	-0.628319	45.7358	45.735	45.7365
0.4515	-0.523599	50.9777	50.9738	50.9816
0.4515	-0.418879	57.4061	57.4039	57.4082
0.4515	-0.314159	65.098	65.0969	65.0989
0.4515	-0.20944	74.2425	74.2421	74.2427
0.4515	-0.10472	84.8109	84.8108	84.8109
0.4515	-2.66454e-15	96.4636	96.4636	96.4636
0.4515	0.10472	109.463	109.462	109.463
0.4515	0.20944	123.157	123.155	123.158
0.4515	0.314159	137.821	137.82	137.822
0.4515	0.418879	153.25	153.249	153.251
0.4515	0.523599	169.149	169.147	169.149
0.4515	0.628319	185.168	185.167	185.169
0.4515	0.733038	200.915	200.914	200.916
0.4515	0.837758	215.914	215.914	215.914
0.4515	0.942478	229.754	229.754	229.754
0.4515	1.0472	242.01	242.01	242.01
0.4515	1.15192	252.278	252.277	252.279
0.4515	1.25664	260.206	260.204	260.208
0.4515	1.36136	265.42	265.42	265.42
0.4515	1.46608	267.807	267.806	267.808
0.4515	1.5708	267.308	267.305	267.311
0.4515	1.67552	263.938	263.937	263.938
0.4515	1.78024	257.742	257.74	257.745
0.4515	1.88496	249.062	249.056	249.067
0.4515	1.98968	238.207	238.197	238.216
0.4515	2.0944	225.55	225.535	225.565
0.4515	2.19911	211.494	211.478	211.503
0.4515	2.30383	196.425	196.411	196.44
0.4515	2.40855	180.821	180.801	180.842
0.4515	2.51327	165.077	165.051	165.105
0.4515	2.61799	149.553	149.52	149.588
0.4515	2.72271	134.56	134.52	134.603
0.4515	2.82743	120.491	120.42	120.569
0.4515	2.93215	107.277	107.198	107.363
0.4515	3.03687	94.848	94.7625	94.9413
0.4515	3.14159	83.5736	83.4829	83.6736
0.46	-3.14159	67.9206	67.8864	67.9581
0.46	-3.03687	58.0678	58.0318	58.1074
0.46	-2.93215	49.5546	49.5178	49.5952
0.46	-2.82743	42.1061	42.0706	42.1454
0.46	-2.72271	35.8938	35.8592	35.9319
0.46	-2.61799	30.8837	30.851	30.9198
0.46	-2.51327	26.9588	26.9288	26.9919
0.46	-2.40855	23.9868	23.9601	24.0164
0.46	-2.30383	21.8032	21.781	21.8278
0.46	-2.19911	20.248	20.2296	20.2684
0.46	-2.0944	19.2429	19.2283	19.2589
0.46	-1.98968	18.6522	18.6415	18.6641
0.46	-1.88496	18.3569	18.3494	18.3651
0.46	-1.78024	18.2601	18.2555	18.2651
0.46	-1.67552	18.2919	18.2895	18.2944
0.46	-1.5708	18.3584	18.351	18.3665
0.46	-1.46608	18.5929	18.5872	18.5992
0.46	-1.36136	18.7976	18.7947	18.8008
0.46	-1.25664	19.1717	19.1706	19.1728
0.46	-1.15192	19.7525	19.7482	19.757
0.46	-1.0472	20.6834	20.6814	20.6854
0.46	-0.942478	22.1227	22.1221	22.1232
0.46	-0.837758	24.222	24.222	24.222
0.46	-0.733038	27.1403	27.1401	27.1406
0.46	-0.628319	31.0349	31.0345	31.0353
0.46	-0.523599	35.9955	35.9955	35.9955
0.46	-0.418879	42.2185	42.2184	42.2188
0.46	-0.314159	49.7389	49.7383	49.7398
0.46	-0.20944	58.4386	58.4373	58.4405
0.46	-0.10472	68.5569	68.5547	68.56
0.46	-2.66454e-15	79.9154	79.9123	79.9195
0.46	0.10472	92.2727	92.2726	92.2731
0.46	0.20944	105.634	105.634	105.635
0.46	0.314159	119.573	119.573	119.574
0.46	0.418879	134.238	134.238	134.239
0.46	0.523599	149.35	149.349	149.35
0.46	0.628319	164.574	164.574	164.575
0.46	0.733038	179.539	179.539	179.54
0.46	0.837758	193.806	193.803	193.811
0.46	0.942478	206.957	206.954	206.96
0.46	1.0472	218.6	218.599	218.603
0.46	1.15192	228.355	228.355	228.356
0.46	1.25664	235.889	235.889	235.889
0.46	1.36136	240.885	240.884	240.888
0.46	1.46608	243.157	243.157	243.158
0.46	1.5708	242.691	242.691	242.691
0.46	1.67552	239.512	239.512	239.512
0.46	1.78024	233.694	233.694	233.694
0.46	1.88496	225.464	225.463	225.464
0.46	1.98968	215.171	215.169	215.172
0.46	2.0944	203.168	203.164	203.172
0.46	2.19911	189.843	189.835	189.85
0.46	2.30383	175.598	175.585	175.61
0.46	2.40855	160.829	160.813	160.835
0.46	2.51327	145.892	145.882	145.903
0.46	2.61799	131.163	131.148	131.178
0.46	2.72271	116.936	116.916	116.957
0.46	2.82743	103.457	103.433	103.483
0.46	2.93215	90.777	90.7119	90.8372
0.46	3.03687	78.8518	78.7751	78.9155
0.46	3.14159	67.9206	67.8864	67.9581
0.4685	-3.14159	57.183	57.233	57.2033
0.4685	-3.03687	47.8783	47.8586	47.8999
0.4685	-2.93215	39.5472	39.5279	39.5685
0.4685	-2.82743	32.392	32.3728	32.4134
0.4685	-2.72271	26.4705	26.452	26.491
0.4685	-2.61799	21.6918	21.6747	21.7108
0.4685	-2.51327	17.8567	17.8423	17.8728
0.4685	-2.40855	14.8927	14.8806	14.9064
0.4685	-2.30383	12.7339	12.7241	12.7448
0.4685	-2.19911	11.2371	11.2298	11.2453
0.4685	-2.0944	10.2633	10.2584	10.2688
0.4685	-1.98968	9.68336	9.68046	9.68658
0.4685	-1.88496	9.38357	9.37473	9.3854
0.4685	-1.78024	9.2143	9.20864	9.22055
0.4685	-1.67552	9.16153	9.15841	9.16494
0.4685	-1.5708	9.18875	9.18746	9.19013
0.4685	-1.46608	9.38282	9.38223	9.38345
0.4685	-1.36136	9.56454	9.56453	9.56455
0.4685	-1.25664	9.89272	9.89134	9.89417
0.4685	-1.15192	10.4148	10.4146	10.4151
0.4685	-1.0472	11.3054	11.3054	11.3055
0.4685	-0.942478	12.7018	12.7012	12.7026
0.4685	-0.837758	14.7554	14.7534	14.7579
0.4685	-0.733038	17.6248	17.6208	17.6296
0.4685	-0.628319	21.3305	21.3298	21.3315
0.4685	-0.523599	26.0559	26.054	26.0583
0.4685	-0.418879	31.987	31.9836	31.9913
0.4685	-0.314159	39.2268	39.2216	39.2333
0.4685	-0.20944	47.7758	47.7688	47.7845
0.4685	-0.10472	57.4182	57.4093	57.4292
0.4685	-2.66454e-15	68.3999	68.3894	68.4131
0.4685	0.10472	80.2855	80.2822	80.29
0.4685	0.20944	93.1455	93.1416	93.1509
0.4685	0.314159	106.612	106.608	106.618
0.4685	0.418879	120.557	120.553	120.563
0.4685	0.523599	134.923	134.919	134.929
0.4685	0.628319	149.395	149.391	149.401
0.4685	0.733038	163.616	163.613	163.621
0.4685	0.837758	177.204	177.201	177.208
0.4685	0.942478	189.731	189.723	189.743
0.4685	1.0472	200.789	200.782	200.798
0.4685	1.15192	210.05	210.045	210.057
0.4685	1.25664	217.201	217.198	217.206
0.4685	1.36136	221.993	221.992	221.995
0.4685	1.46608	224.186	224.181	224.192
0.4685	1.5708	223.738	223.736	223.742
0.4685	1.67552	220.717	220.717	220.719
0.4685	1.78024	215.244	215.244	215.244
0.4685	1.88496	207.488	207.487	207.49
0.4685	1.98968	197.714	197.714	197.715
0.4685	2.0944	186.318	186.317	186.318
0.4685	2.19911	173.666	173.664	173.667
0.4685	2.30383	160.14	160.137	160.144
0.4685	2.40855	146.12	146.112	146.127
0.4685	2.51327	131.968	131.953	131.982
0.4685	2.61799	118.014	117.992	118.038
0.4685	2.72271	104.535	104.507	104.569
0.4685	2.82743	91.6126	91.602	91.624
0.4685	2.93215	79.1958	79.1821	79.2106
0.4685	3.03687	67.7988	67.7827	67.8164
0.4685	3.14159	57.183	57.233	57.2033
0.477	-3.14159	50.646	50.6372	50.6556
0.477	-3.03687	41.5731	41.5639	41.589
0.477	-2.93215	33.5126	33.5029	33.5234
0.477	-2.82743	26.6871	26.6774	26.6979
0.477	-2.72271	21.0142	21.0058	21.0237
0.477	-2.61799	16.2481	16.2405	16.2566
0.477	-2.51327	12.5087	12.5024	12.5158
0.477	-2.40855	9.67061	9.66575	9.67614
0.477	-2.30383	7.59997	7.59659	7.60383
0.477	-2.19911	6.16061	6.15861	6.1629
0.477	-2.0944	5.17165	5.16379	5.18047
0.477	-1.98968	4.56175	4.55656	4.56758
0.477	-1.88496	4.21387	4.21092	4.21717
0.477	-1.78024	4.04043	4.03917	4.04185
0.477	-1.67552	3.97868	3.97842	3.97897
0.477	-1.5708	4.06152	4.0615	4.06153
0.477	-1.46608	4.13468	4.13438	4.13503
0.477	-1.36136	4.24779	4.24748	4.24812
0.477	-1.25664	4.50438	4.50437	4.50441
0.477	-1.15192	5.00308	5.00247	5.00384
0.477	-1.0472	5.85543	5.85338	5.85789
0.477	-0.942478	7.1925	7.18826	7.19754
0.477	-0.837758	9.15891	9.15182	9.16728
0.477	-0.733038	11.8574	11.8551	11.8603
0.477	-0.628319	15.4714	15.467	15.4767
0.477	-0.523599	20.1616	20.1548	20.1698
0.477	-0.418879	25.8635	25.8541	25.8747
0.477	-0.314159	32.7819	32.7698	32.7965
0.477	-0.20944	41.0176	41.0028	41.0355
0.477	-0.10472	50.4442	50.4379	50.4521
0.477	-2.66454e-15	60.8868	60.879	60.8967
0.477	0.10472	72.551	72.5418	72.5625
0.477	0.20944	84.8356	84.8256	84.8281
0.477	0.314159	97.9906	97.9799	97.982
0.477	0.418879	111.298	111.287	111.312
0.477	0.523599	124.965	124.954	124.979
0.477	0.628319	138.782	138.766	138.795
0.477	0.733038	152.267	152.252	152.289
0.477	0.837758	165.135	165.12	165.155
0.477	0.942478	177.01	176.998	177.028
0.477	1.0472	187.528	187.517	187.542
0.477	1.15192	196.345	196.337	196.357
0.477	1.25664	203.167	203.161	203.175
0.477	1.36136	207.729	207.717	207.746
0.477	1.46608	209.81	209.802	209.822
0.477	1.5708	209.432	209.428	209.439
0.477	1.67552	206.621	206.619	206.624
0.477	1.78024	201.424	201.419	201.432
0.477	1.88496	194.047	194.045	194.05
0.477	1.98968	184.818	184.818	184.819
0.477	2.0944	174.054	174.054	174.055
0.477	2.19911	162.069	162.068	162.069
0.477	2.30383	149.204	149.204	149.204
0.477	2.40855	135.881	135.879	135.883
0.477	2.51327	122.436	122.431	122.442
0.477	2.61799	109.175	109.166	109.185
0.477	2.72271	96.3621	96.3477	96.3787
0.477	2.82743	83.7798	83.7614	83.8013
0.477	2.93215	71.983	71.9589	72.0112
0.477	3.03687	60.7653	60.7581	60.7732
0.477	3.14159	50.646	50.6372	50.6556
0.4855	-3.14159	46.9416	46.9279	46.9578
0.4855	-3.03687	38.0574	38.0415	38.0764
0.4855	-2.93215	30.3704	30.3529	30.3914
0.4855	-2.82743	23.8034	23.7901	23.8083
0.4855	-2.72271	18.1539	18.1396	18.1581
0.4855	-2.61799	13.581	13.5656	13.5939
0.4855	-2.51327	9.97634	9.96225	9.99326
0.4855	-2.40855	7.22204	7.20976	7.23678
0.4855	-2.30383	5.19102	5.18093	5.2031
0.4855	-2.19911	3.75495	3.74818	3.76357
0.4855	-2.0944	2.79743	2.79654	2.80172
0.4855	-1.98968	2.20434	2.20261	2.20633
0.4855	-1.88496	1.86411	1.86354	1.86477
0.4855	-1.78024	1.69228	1.69225	1.69231
0.4855	-1.67552	1.62912	1.62892	1.62933
0.4855	-1.5708	1.61708	1.61625	1.61801
0.4855	-1.46608	1.62605	1.626	1.62611
0.4855	-1.36136	1.73007	1.72988	1.7303
0.4855	-1.25664	1.98479	1.98355	1.98623
0.4855	-1.15192	2.4738	2.47066	2.47744
0.4855	-1.0472	3.30332	3.2975	3.31008
0.4855	-0.942478	4.56245	4.56079	4.56447
0.4855	-0.837758	6.3932	6.38958	6.39755
0.4855	-0.733038	8.97336	8.96719	8.98073
0.4855	-0.628319	12.447	12.4379	12.458
0.4855	-0.523599	16.9503	16.9379	16.9652
0.4855	-0.418879	22.6039	22.588	22.6229
0.4855	-0.314159	29.3714	29.3743	29.3806
0.4855	-0.20944	37.2788	37.2565	37.2219
0.4855	-0.10472	46.432	46.4127	46.3532
0.4855	-2.66454e-15	56.5909	56.582	56.5389
0.4855	0.10472	67.6731	67.662	67.6876
0.4855	0.20944	79.6557	79.6435	79.6714
0.4855	0.314159	92.14	92.1263	92.1579
0.4855	0.418879	105.113	105.099	105.13
0.4855	0.523599	118.067	118.053	118.086
0.4855	0.628319	131.109	131.095	131.128
0.4855	0.733038	143.918	143.904	143.936
0.4855	0.837758	156.151	156.138	156.168
0.4855	0.942478	167.453	167.442	167.468
0.4855	1.0472	177.476	177.467	177.488
0.4855	1.15192	185.876	185.858	185.9
0.4855	1.25664	192.309	192.294	192.328
0.4855	1.36136	196.623	196.612	196.637
0.4855	1.46608	198.672	198.665	198.681
0.4855	1.5708	198.388	198.375	198.397
0.4855	1.67552	195.671	195.663	195.682
0.4855	1.78024	190.756	190.752	190.762
0.4855	1.88496	183.829	183.828	183.831
0.4855	1.98968	175.126	175.122	175.132
0.4855	2.0944	164.866	164.865	164.868
0.4855	2.19911	153.484	153.484	153.484
0.4855	2.30383	141.32	141.319	141.32
0.4855	2.40855	128.713	128.711	128.716
0.4855	2.51327	115.984	115.978	115.991
0.4855	2.61799	103.398	103.396	103.4
0.4855	2.72271	90.9086	90.9048	90.913
0.4855	2.82743	78.8393	78.8324	78.8475
0.4855	2.93215	67.3662	67.3568	67.3772
0.4855	3.03687	56.6378	56.625	56.6531
0.4855	3.14159	46.9416	46.9279	46.9578
0.494	-3.14159	44.7179	44.7112	44.7261
0.494	-3.03687	36.2305	36.2222	36.2406
0.494	-2.93215	28.7916	28.7836	28.8014
0.494	-2.82743	22.2742	22.2656	22.2848
0.494	-2.72271	16.8679	16.8592	16.8786
0.494	-2.61799	12.4902	12.482	12.5004
0.494	-2.51327	9.04021	9.03291	9.04925
0.494	-2.40855	6.3725	6.36796	6.37808
0.494	-2.30383	4.34501	4.34174	4.34903
0.494	-2.19911	2.91449	2.91248	2.91695
0.494	-2.0944	1.95572	1.95479	1.95683
0.494	-1.98968	1.35167	1.35139	1.35202
0.494	-1.88496	0.998128	0.998131	0.998123
0.494	-1.78024	0.814619	0.814254	0.815011
0.494	-1.67552	0.709566	0.709291	0.709906
0.494	-1.5708	0.654873	0.654851	0.654901
0.494	-1.46608	0.664069	0.6637	0.664487
0.494	-1.36136	0.768561	0.767009	0.770329
0.494	-1.25664	1.02474	1.02111	1.02865
0.494	-1.15192	1.51491	1.50877	1.5229
0.494	-1.0472	2.3451	2.33641	2.34941
0.494	-0.942478	3.56495	3.56109	3.56962
0.494	-0.837758	5.40156	5.3948	5.4095
0.494	-0.733038	7.96121	7.95124	7.97293
0.494	-0.628319	11.3165	11.3028	11.3325
0.494	-0.523599	15.6432	15.6315	15.6579
0.494	-0.418879	21.049	21.0329	21.0694
0.494	-0.314159	27.651	27.6304	27.6775
0.494	-0.20944	35.3134	35.303	35.3265
0.494	-0.10472	43.9952	43.9815	44.0125
0.494	-2.66454e-15	53.8925	53.8756	53.914
0.494	0.10472	64.5982	64.5796	64.6219
0.494	0.20944	76.1832	76.1621	76.2101
0.494	0.314159	88.3161	88.2944	88.3438
0.494	0.418879	100.824	100.801	100.854
0.494	0.523599	113.386	113.364	113.41
0.494	0.628319	125.781	125.759	125.807
0.494	0.733038	137.946	137.925	137.974
0.494	0.837758	149.556	149.535	149.582
0.494	0.942478	160.273	160.255	160.296
0.494	1.0472	169.769	169.753	169.789
0.494	1.15192	177.736	177.724	177.753
0.494	1.25664	183.91	183.9	183.922
0.494	1.36136	188.069	188.051	188.086
0.494	1.46608	189.971	189.958	189.988
0.494	1.5708	189.661	189.653	189.672
0.494	1.67552	187.161	187.156	187.167
0.494	1.78024	182.553	182.543	182.565
0.494	1.88496	175.928	175.923	175.935
0.494	1.98968	167.633	167.631	167.635
0.494	2.0944	157.949	157.949	157.95
0.494	2.19911	147.191	147.191	147.191
0.494	2.30383	135.626	135.626	135.626
0.494	2.40855	123.612	123.611	123.612
0.494	2.51327	111.483	111.481	111.485
0.494	2.61799	99.414	99.4103	99.4186
0.494	2.72271	87.3184	87.3112	87.3274
0.494	2.82743	75.7858	75.7755	75.7957
0.494	2.93215	64.5894	64.5859	64.5937
0.494	3.03687	54.3419	54.337	54.3478
0.494	3.14159	44.7179	44.7112	44.7261
0.5025	-3.14159	43.5315	43.5167	43.5502
0.5025	-3.03687	35.3227	35.319	35.3275
0.5025	-2.93215	27.9484	27.9438	27.9543
0.5025	-2.82743	21.6925	21.6874	21.6989
0.5025	-2.72271	16.4997	16.4945	16.5062
0.5025	-2.61799	12.1905	12.1867	12.1954
0.5025	-2.51327	8.71739	8.71417	8.72149
0.5025	-2.40855	6.06315	6.06082	6.06614
0.5025	-2.30383	4.10627	4.10479	4.10817
0.5025	-2.19911	2.72398	2.72329	2.72488
0.5025	-2.0944	1.79719	1.797	1.79733
0.5025	-1.98968	1.19538	1.19225	1.19944
0.5025	-1.88496	0.805234	0.803788	0.807141
0.5025	-1.78024	0.577809	0.577486	0.578305
0.5025	-1.67552	0.458658	0.458657	0.458658
0.5025	-1.5708	0.419057	0.418553	0.41943
0.5025	-1.46608	0.457092	0.455174	0.459312
0.5025	-1.36136	0.563269	0.560646	0.566473
0.5025	-1.25664	0.800761	0.799705	0.801589
0.5025	-1.15192	1.2444	1.24173	1.24787
0.5025	-1.0472	2.03091	2.02509	2.03817
0.5025	-0.942478	3.27976	3.26975	3.34104
0.5025	-0.837758	5.05937	5.05032	5.07009
0.5025	-0.733038	7.54641	7.53861	7.55621
0.5025	-0.628319	10.8847	10.8725	10.8999
0.5025	-0.523599	15.1829	15.1668	15.2031
0.5025	-0.418879	20.3968	20.3803	20.4067
0.5025	-0.314159	26.6682	26.6565	26.6827
0.5025	-0.20944	34.1443	34.1288	34.1636
0.5025	-0.10472	42.6752	42.6569	42.6981
0.5025	-2.66454e-15	52.1677	52.146	52.1952
0.5025	0.10472	62.76	62.7351	62.7916
0.5025	0.20944	73.8555	73.8435	73.8703
0.5025	0.314159	85.6977	85.684	85.7145
0.5025	0.418879	97.6777	97.664	97.6945
0.5025	0.523599	109.945	109.931	109.962
0.5025	0.628319	121.818	121.805	121.834
0.5025	0.733038	133.412	133.4	133.428
0.5025	0.837758	144.486	144.475	144.5
0.5025	0.942478	154.721	154.711	154.733
0.5025	1.0472	163.763	163.742	163.788
0.5025	1.15192	171.316	171.299	171.337
0.5025	1.25664	177.158	177.144	177.174
0.5025	1.36136	181.09	181.081	181.102
0.5025	1.46608	182.981	182.975	182.988
